id,title,updated,link_href,num_of_reports,time_utc,time_utc_at_epicenter,location_coordinates,depth_string,depth_km,depth_mi,georss_point,georss_elev,cat_age,cat_mag,cat_mag_shaking,cat_mag_damage,cat_contributor,cat_author
urn:earthquake-usgs-gov:us:6000kvsc,"M 4.9 - 91 km SE of Sola, Vanuatu",2023-07-26T20:44:43.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvsc,,2023-07-26 20:26:56 UTC,2023-07-26 20:26:56 UTC,14.550°S 168.043°E,10.00 km (6.21 mi),10.00,6.21,-14.5501 168.0434,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:nn:00863328,"M 3.2 - 44 km SSW of Caliente, Nevada",2023-07-26T20:48:30.977Z,https://earthquake.usgs.gov/earthquakes/eventpage/nn00863328,,2023-07-26 19:45:28 UTC,2023-07-26 19:45:28 UTC,37.223°N 114.620°W,2.10 km (1.30 mi),2.10,1.30,37.2226 -114.6202,-2100,Past Day,Magnitude 3,Weak,None,nn,nn
urn:earthquake-usgs-gov:ak:0239innebe,M 2.6 - Southern Alaska,2023-07-26T20:11:31.613Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239innebe,1,2023-07-26 19:15:50 UTC,2023-07-26 19:15:50 UTC,61.569°N 149.962°W,35.90 km (22.31 mi),35.90,22.31,61.5689 -149.9619,-35900,Past Day,Magnitude 2,Weak,None,ak,ak
urn:earthquake-usgs-gov:us:6000kvqq,"M 5.2 - 101 km SW of Sarangani, Philippines",2023-07-26T18:07:51.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvqq,,2023-07-26 17:47:57 UTC,2023-07-26 17:47:57 UTC,4.696°N 124.883°E,10.00 km (6.21 mi),10.00,6.21,4.6958 124.8829,-10000,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:nn:00863322,M 2.6 - Nevada,2023-07-26T21:04:03.271Z,https://earthquake.usgs.gov/earthquakes/eventpage/nn00863322,,2023-07-26 17:26:10 UTC,2023-07-26 17:26:10 UTC,36.302°N 114.362°W,0.90 km (0.56 mi),0.90,0.56,36.3016 -114.3615,-900,Past Day,Magnitude 2,Weak,None,nn,nn
urn:earthquake-usgs-gov:us:6000kvrc,M 5.0 - southeast of the Loyalty Islands,2023-07-26T19:21:21.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvrc,,2023-07-26 17:11:16 UTC,2023-07-26 17:11:16 UTC,23.356°S 171.431°E,10.00 km (6.21 mi),10.00,6.21,-23.3562 171.4313,-10000,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:nn:00863318,"M 3.2 - 16 km E of Crescent Valley, Nevada",2023-07-26T17:52:08.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/nn00863318,,2023-07-26 17:10:03 UTC,2023-07-26 17:10:03 UTC,40.420°N 116.380°W,5.00 km (3.11 mi),5.00,3.11,40.4198 -116.3796,-5000,Past Day,Magnitude 3,Weak,None,nn,nn
urn:earthquake-usgs-gov:us:6000kvqb,"M 5.1 - 144 km NNW of Maumere, Indonesia",2023-07-26T16:38:27.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvqb,,2023-07-26 16:20:32 UTC,2023-07-26 16:20:32 UTC,7.344°S 121.941°E,10.00 km (6.21 mi),10.00,6.21,-7.3435 121.9408,-10000,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:nc:73917006,"M 2.6 - 10 km N of Lake Pillsbury, CA",2023-07-26T20:52:15.149Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73917006,,2023-07-26 15:35:14 UTC,2023-07-26 15:35:14 UTC,39.495°N 122.948°W,6.77 km (4.21 mi),6.77,4.21,39.4948333 -122.9483333,-6770,Past Day,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:us:6000kvnt,"M 4.7 - 82 km SSW of Sand Point, Alaska",2023-07-26T17:24:18.579Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvnt,2,2023-07-26 15:29:17 UTC,2023-07-26 15:29:17 UTC,54.652°N 160.986°W,40.22 km (24.99 mi),40.22,24.99,54.6515 -160.9861,-40221,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:6000kvnh,"M 5.0 - 97 km ESE of Sola, Vanuatu",2023-07-26T15:11:05.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvnh,,2023-07-26 14:51:42 UTC,2023-07-26 14:51:42 UTC,14.331°S 168.326°E,10.00 km (6.21 mi),10.00,6.21,-14.3309 168.3261,-10000,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:6000kvne,"M 3.6 - 109 km SSW of False Pass, Alaska",2023-07-26T18:23:02.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvne,,2023-07-26 14:03:51 UTC,2023-07-26 14:03:51 UTC,53.939°N 164.016°W,35.00 km (21.75 mi),35.00,21.75,53.9385 -164.0156,-35000,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:us:6000kvn9,"M 5.0 - 108 km SE of Sola, Vanuatu",2023-07-26T14:19:14.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvn9,,2023-07-26 13:59:57 UTC,2023-07-26 13:59:57 UTC,14.664°S 168.157°E,10.00 km (6.21 mi),10.00,6.21,-14.6644 168.1569,-10000,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:6000kvmw,"M 5.2 - 110 km E of Port-Olry, Vanuatu",2023-07-26T13:18:32.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvmw,,2023-07-26 13:02:50 UTC,2023-07-26 13:02:50 UTC,14.853°S 168.086°E,10.00 km (6.21 mi),10.00,6.21,-14.8533 168.0858,-10000,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:6000kvmq,"M 6.4 - 95 km ENE of Port-Olry, Vanuatu",2023-07-26T14:51:56.304Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvmq,3,2023-07-26 12:44:35 UTC,2023-07-26 12:44:35 UTC,14.757°S 167.911°E,10.00 km (6.21 mi),10.00,6.21,-14.7574 167.9113,-10000,Past Day,Magnitude 6,Strong,Light,us,us
urn:earthquake-usgs-gov:us:6000kvmm,M 3.9 - off the coast of Oregon,2023-07-26T19:42:16.306Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvmm,1,2023-07-26 12:20:23 UTC,2023-07-26 12:20:23 UTC,44.022°N 128.548°W,10.00 km (6.21 mi),10.00,6.21,44.0218 -128.5478,-10000,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:us:6000kvmh,"M 4.3 - 27 km SE of Madang, Papua New Guinea",2023-07-26T12:23:06.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvmh,,2023-07-26 12:04:39 UTC,2023-07-26 12:04:39 UTC,5.397°S 145.968°E,74.83 km (46.50 mi),74.83,46.50,-5.3967 145.9676,-74831,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:tx:2023onfp,"M 2.7 - 65 km S of Whites City, New Mexico",2023-07-26T17:59:01.478Z,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023onfp,,2023-07-26 11:06:13 UTC,2023-07-26 11:06:13 UTC,31.599°N 104.506°W,6.16 km (3.83 mi),6.16,3.83,31.59886894 -104.5055696,-6157.275391,Past Day,Magnitude 2,Weak,None,tx,tx
urn:earthquake-usgs-gov:us:6000kvm4,M 5.3 - South Sandwich Islands region,2023-07-26T11:02:01.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvm4,,2023-07-26 10:40:01 UTC,2023-07-26 10:40:01 UTC,57.981°S 23.969°W,10.00 km (6.21 mi),10.00,6.21,-57.9809 -23.9688,-10000,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:6000kvlp,"M 4.7 - 3 km NE of Lankaran, Azerbaijan",2023-07-26T07:39:30.965Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvlp,2,2023-07-26 07:03:12 UTC,2023-07-26 07:03:12 UTC,38.777°N 48.879°E,55.61 km (34.55 mi),55.61,34.55,38.7771 48.8788,-55610,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:6000kvlk,"M 4.6 - Kyushu, Japan",2023-07-26T06:24:18.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvlk,,2023-07-26 05:59:26 UTC,2023-07-26 05:59:26 UTC,31.899°N 131.666°E,61.84 km (38.43 mi),61.84,38.43,31.8986 131.6664,-61841,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:nc:73916801,"M 2.5 - 5 km NW of Walker, CA",2023-07-27T00:15:12.417Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73916801,3,2023-07-26 05:12:41 UTC,2023-07-26 05:12:41 UTC,38.541°N 119.529°W,5.59 km (3.47 mi),5.59,3.47,38.5408333 -119.5293333,-5590,Past Day,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:us:6000kvkz,"M 4.7 - 22 km WNW of Yuto, Argentina",2023-07-26T04:58:52.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvkz,,2023-07-26 04:26:53 UTC,2023-07-26 04:26:53 UTC,23.544°S 64.660°W,10.00 km (6.21 mi),10.00,6.21,-23.5439 -64.66,-10000,Past Day,Magnitude 4,Light,None,us,us
