id,title,updated,link_href,num_of_reports,time_utc,time_utc_at_epicenter,location_coordinates,depth_string,depth_km,depth_mi,georss_point,georss_elev,cat_age,cat_mag,cat_mag_shaking,cat_mag_damage,cat_contributor,cat_author
urn:earthquake-usgs-gov:us:7000khl1,"M 2.5 - 58 km S of Whites City, New Mexico",2023-07-22T09:51:45.115Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khl1,,2023-07-22 09:38:54 UTC,2023-07-22 09:38:54 UTC,31.650°N 104.347°W,5.00 km (3.11 mi),5.00,3.11,31.6504 -104.347,-5000,Past Day,Magnitude 2,Weak,None,us,us
urn:earthquake-usgs-gov:tx:2023ofue,"M 3.6 - 10 km NNE of Odessa, Texas",2023-07-22T15:57:07.060Z,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023ofue,6,2023-07-22 09:24:22 UTC,2023-07-22 09:24:22 UTC,31.935°N 102.342°W,7.90 km (4.91 mi),7.90,4.91,31.93450928 -102.3422018,-7898.885091,Past Day,Magnitude 3,Weak,None,tx,tx
urn:earthquake-usgs-gov:pr:71418863,"M 2.7 - 2 km WNW of La Parguera, Puerto Rico",2023-07-22T09:29:47.710Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418863,,2023-07-22 09:00:58 UTC,2023-07-22 09:00:58 UTC,17.980°N 67.067°W,6.06 km (3.77 mi),6.06,3.77,17.98 -67.0671666666667,-6060,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khkb,"M 2.5 - 61 km S of Whites City, New Mexico",2023-07-22T09:42:00.774Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khkb,,2023-07-22 07:26:41 UTC,2023-07-22 07:26:41 UTC,31.625°N 104.418°W,5.00 km (3.11 mi),5.00,3.11,31.6251 -104.4182,-5000,Past Day,Magnitude 2,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000khkh,"M 4.0 - 197 km ENE of Levuka, Fiji",2023-07-22T07:43:29.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khkh,,2023-07-22 07:21:31 UTC,2023-07-22 07:21:31 UTC,17.601°S 178.885°W,522.30 km (324.54 mi),522.30,324.54,-17.6006 -178.8852,-522301,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khk9,"M 3.9 - 82 km SSW of Sand Point, Alaska",2023-07-22T07:21:01.839Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khk9,1,2023-07-22 06:32:11 UTC,2023-07-22 06:32:11 UTC,54.639°N 160.939°W,41.88 km (26.02 mi),41.88,26.02,54.6389 -160.9393,-41880,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:ak:0239bt5uwg,M 2.5 - Central Alaska,2023-07-22T05:28:26.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239bt5uwg,,2023-07-22 05:15:10 UTC,2023-07-22 05:15:10 UTC,63.010°N 150.751°W,117.60 km (73.07 mi),117.60,73.07,63.0096 -150.7511,-117600,Past Day,Magnitude 2,Weak,None,ak,ak
urn:earthquake-usgs-gov:us:7000khjp,"M 2.6 - 58 km S of Whites City, New Mexico",2023-07-22T09:44:59.531Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khjp,,2023-07-22 04:14:44 UTC,2023-07-22 04:14:44 UTC,31.649°N 104.440°W,10.00 km (6.21 mi),10.00,6.21,31.6492 -104.4397,-10000,Past Day,Magnitude 2,Weak,None,us,us
urn:earthquake-usgs-gov:pr:71418833,"M 3.4 - 51 km W of Rincón, Puerto Rico",2023-07-22T05:01:32.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418833,,2023-07-22 04:14:02 UTC,2023-07-22 04:14:02 UTC,18.302°N 67.732°W,141.90 km (88.17 mi),141.90,88.17,18.302 -67.7321666666667,-141900,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khja,"M 3.5 - 14 km SSE of Akçadağ, Turkey",2023-07-22T04:10:45.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khja,,2023-07-22 02:43:37 UTC,2023-07-22 02:43:37 UTC,38.216°N 38.017°E,10.00 km (6.21 mi),10.00,6.21,38.2157 38.0169,-10000,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000khj8,"M 2.5 - 18 km NW of Cuero, Texas",2023-07-22T02:54:09.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khj8,,2023-07-22 02:18:51 UTC,2023-07-22 02:18:51 UTC,29.225°N 97.401°W,5.00 km (3.11 mi),5.00,3.11,29.2246 -97.4014,-5000,Past Day,Magnitude 2,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000khj2,"M 4.8 - 6 km SE of Funaishikawa, Japan",2023-07-22T13:42:42.895Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khj2,,2023-07-22 01:52:29 UTC,2023-07-22 01:52:29 UTC,36.425°N 140.613°E,58.10 km (36.10 mi),58.10,36.10,36.4253 140.613,-58102,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khiy,"M 4.5 - 30 km WSW of La Libertad, El Salvador",2023-07-22T01:48:34.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khiy,,2023-07-22 01:11:58 UTC,2023-07-22 01:11:58 UTC,13.380°N 89.581°W,93.23 km (57.93 mi),93.23,57.93,13.38 -89.5812,-93232,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khit,M 4.4 - northern Colombia,2023-07-22T01:00:53.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khit,,2023-07-22 00:35:12 UTC,2023-07-22 00:35:12 UTC,6.888°N 73.073°W,143.14 km (88.94 mi),143.14,88.94,6.8883 -73.0733,-143141,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:pr:71418788,M 2.8 - Mona Passage,2023-07-22T00:50:19.350Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418788,,2023-07-22 00:29:15 UTC,2023-07-22 00:29:15 UTC,18.087°N 67.192°W,17.49 km (10.87 mi),17.49,10.87,18.0866666666667 -67.1915,-17490,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khiq,"M 4.4 - 119 km WSW of Gorontalo, Indonesia",2023-07-22T01:05:59.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khiq,,2023-07-22 00:16:57 UTC,2023-07-22 00:16:57 UTC,0.276°N 122.016°E,205.48 km (127.68 mi),205.48,127.68,0.2756 122.0164,-205480,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:pr:71418778,"M 2.6 - 2 km SE of Palmarejo, Puerto Rico",2023-07-21T23:50:32.370Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418778,,2023-07-21 23:18:17 UTC,2023-07-21 23:18:17 UTC,18.023°N 67.059°W,7.69 km (4.78 mi),7.69,4.78,18.0225 -67.0591666666667,-7690,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khig,M 4.9 - south of Tonga,2023-07-22T00:19:00.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khig,,2023-07-21 22:09:14 UTC,2023-07-21 22:09:14 UTC,24.618°S 175.661°W,10.00 km (6.21 mi),10.00,6.21,-24.6183 -175.6609,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khi9,"M 4.1 - 223 km SE of Attu Station, Alaska",2023-07-22T00:35:53.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khi9,,2023-07-21 22:05:51 UTC,2023-07-21 22:05:51 UTC,51.490°N 175.601°E,35.00 km (21.75 mi),35.00,21.75,51.4898 175.6011,-35000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khi5,M 4.4 - off the west coast of northern Sumatra,2023-07-22T00:48:19.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khi5,,2023-07-21 21:30:52 UTC,2023-07-21 21:30:52 UTC,0.537°N 92.361°E,10.00 km (6.21 mi),10.00,6.21,0.5369 92.3614,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:tx:2023oewq,"M 2.6 - 8 km SE of Gardendale, Texas",2023-07-22T12:15:40.458Z,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023oewq,7,2023-07-21 21:29:26 UTC,2023-07-21 21:29:26 UTC,31.968°N 102.311°W,8.56 km (5.32 mi),8.56,5.32,31.96838379 -102.3111185,-8559.163411,Past Day,Magnitude 2,Weak,None,tx,tx
urn:earthquake-usgs-gov:ak:0239af45c3,"M 3.5 - 34 km WSW of Salamatof, Alaska",2023-07-22T01:33:34.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239af45c3,,2023-07-21 21:09:05 UTC,2023-07-21 21:09:05 UTC,60.498°N 151.895°W,75.50 km (46.91 mi),75.50,46.91,60.4979 -151.8948,-75500,Past Day,Magnitude 3,Weak,None,ak,ak
urn:earthquake-usgs-gov:nn:00863066,"M 2.6 - 5 km SSE of Floriston, California",2023-07-22T13:34:54.557Z,https://earthquake.usgs.gov/earthquakes/eventpage/nn00863066,1,2023-07-21 21:07:57 UTC,2023-07-21 21:07:57 UTC,39.349°N 119.999°W,7.30 km (4.54 mi),7.30,4.54,39.349 -119.9993,-7300,Past Day,Magnitude 2,Weak,None,nn,nn
urn:earthquake-usgs-gov:us:7000khhf,"M 4.0 - 75 km SE of Phek, India",2023-07-21T22:06:26.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khhf,,2023-07-21 20:05:46 UTC,2023-07-21 20:05:46 UTC,25.140°N 94.971°E,87.81 km (54.56 mi),87.81,54.56,25.1395 94.971,-87809,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khhb,"M 3.2 - 5 km NNW of Edgar, Montana",2023-07-22T14:23:47.828Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khhb,,2023-07-21 19:57:19 UTC,2023-07-21 19:57:19 UTC,45.509°N 108.879°W,5.01 km (3.11 mi),5.01,3.11,45.5087 -108.879,-5008,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000khh5,"M 4.3 - Mindanao, Philippines",2023-07-21T21:54:09.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khh5,,2023-07-21 19:24:48 UTC,2023-07-21 19:24:48 UTC,6.740°N 126.515°E,73.80 km (45.85 mi),73.80,45.85,6.7398 126.5145,-73795,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khgr,"M 5.7 - 154 km S of ‘Ohonua, Tonga",2023-07-22T15:15:27.483Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khgr,,2023-07-21 19:01:43 UTC,2023-07-21 19:01:43 UTC,22.727°S 175.124°W,14.48 km (8.99 mi),14.48,8.99,-22.7271 -175.1241,-14475,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:nc:73915306,"M 2.8 - 43 km WNW of Petrolia, CA",2023-07-22T06:53:18.956Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73915306,,2023-07-21 18:59:02 UTC,2023-07-21 18:59:02 UTC,40.405°N 124.784°W,19.21 km (11.94 mi),19.21,11.94,40.4051667 -124.7836667,-19210,Past Day,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:pr:71418738,"M 2.9 - 47 km NW of Aguadilla, Puerto Rico",2023-07-21T19:23:20.084Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418738,1,2023-07-21 18:27:17 UTC,2023-07-21 18:27:17 UTC,18.700°N 67.497°W,7.76 km (4.82 mi),7.76,4.82,18.6996666666667 -67.4968333333333,-7760,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khg2,"M 4.4 - 145 km WNW of Tobelo, Indonesia",2023-07-21T17:02:04.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khg2,,2023-07-21 16:41:45 UTC,2023-07-21 16:41:45 UTC,2.406°N 126.891°E,56.92 km (35.37 mi),56.92,35.37,2.4063 126.8905,-56921,Past Day,Magnitude 4,Light,None,us,us
