id,title,updated,link_href,num_of_reports,time_utc,time_utc_at_epicenter,location_coordinates,depth_string,depth_km,depth_mi,georss_point,georss_elev,cat_age,cat_mag,cat_mag_shaking,cat_mag_damage,cat_contributor,cat_author
urn:earthquake-usgs-gov:us:7000khss,"M 5.1 - 94 km S of Jatiroto, Indonesia",2023-07-23T16:04:04.471Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khss,12,2023-07-23 12:33:28 UTC,2023-07-23 12:33:28 UTC,8.737°S 111.076°E,99.70 km (61.95 mi),99.70,61.95,-8.7373 111.0762,-99695,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:7000khsr,M 4.4 - Santa Cruz Islands,2023-07-23T12:34:08.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khsr,,2023-07-23 12:18:14 UTC,2023-07-23 12:18:14 UTC,12.439°S 167.087°E,242.45 km (150.65 mi),242.45,150.65,-12.4387 167.0866,-242448,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:pr:71418998,"M 2.8 - 2 km SSW of Adjuntas, Puerto Rico",2023-07-23T12:40:29.525Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418998,1,2023-07-23 12:12:49 UTC,2023-07-23 12:12:49 UTC,18.144°N 66.727°W,20.01 km (12.43 mi),20.01,12.43,18.1436666666667 -66.7268333333333,-20010,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khsg,M 4.7 - northern Mid-Atlantic Ridge,2023-07-23T11:12:15.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khsg,,2023-07-23 10:55:59 UTC,2023-07-23 10:55:59 UTC,12.673°N 44.565°W,10.00 km (6.21 mi),10.00,6.21,12.6732 -44.5645,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khse,M 4.0 - Central Turkey,2023-07-23T11:21:35.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khse,,2023-07-23 10:48:38 UTC,2023-07-23 10:48:38 UTC,38.157°N 37.146°E,10.00 km (6.21 mi),10.00,6.21,38.157 37.1457,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khs9,M 4.1 - offshore El Salvador,2023-07-23T19:58:30.742Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khs9,1,2023-07-23 09:47:43 UTC,2023-07-23 09:47:43 UTC,12.706°N 88.283°W,61.39 km (38.15 mi),61.39,38.15,12.7062 -88.2828,-61391,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:ak:0239dj7utg,"M 2.7 - 18 km W of Anchor Point, Alaska",2023-07-23T14:29:32.166Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239dj7utg,1,2023-07-23 09:38:05 UTC,2023-07-23 09:38:05 UTC,59.795°N 152.165°W,70.30 km (43.68 mi),70.30,43.68,59.7951 -152.1652,-70300,Past Day,Magnitude 2,Weak,None,ak,ak
urn:earthquake-usgs-gov:pr:2023204000,"M 3.6 - 0 km ENE of Pájaros, Puerto Rico",2023-07-23T10:34:18.210Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023204000,1,2023-07-23 09:00:59 UTC,2023-07-23 09:00:59 UTC,18.372°N 66.209°W,112.00 km (69.59 mi),112.00,69.59,18.3716 -66.2093,-112000,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:pr:71418963,M 3.2 - Puerto Rico region,2023-07-23T08:50:04.590Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418963,,2023-07-23 08:29:52 UTC,2023-07-23 08:29:52 UTC,18.886°N 67.528°W,3.64 km (2.26 mi),3.64,2.26,18.8858333333333 -67.528,-3640,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khrv,"M 4.4 - 61 km W of San Antonio de los Cobres, Argentina",2023-07-23T09:22:15.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khrv,,2023-07-23 08:09:58 UTC,2023-07-23 08:09:58 UTC,24.267°S 66.924°W,178.43 km (110.87 mi),178.43,110.87,-24.2672 -66.9238,-178431,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:pr:71418948,"M 3.2 - 5 km SW of Guánica, Puerto Rico",2023-07-23T07:46:03.340Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418948,,2023-07-23 07:25:17 UTC,2023-07-23 07:25:17 UTC,17.941°N 66.950°W,15.32 km (9.52 mi),15.32,9.52,17.9406666666667 -66.9503333333333,-15320,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khrq,"M 4.5 - 168 km W of Pyay, Myanmar",2023-07-23T07:37:02.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khrq,,2023-07-23 06:47:32 UTC,2023-07-23 06:47:32 UTC,18.544°N 93.648°E,10.00 km (6.21 mi),10.00,6.21,18.5437 93.648,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:pr:71418938,"M 2.7 - 8 km SSW of Ciales, Puerto Rico",2023-07-23T07:01:42.520Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418938,,2023-07-23 06:47:18 UTC,2023-07-23 06:47:18 UTC,18.266°N 66.510°W,39.58 km (24.59 mi),39.58,24.59,18.266 -66.5103333333333,-39580,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khrb,M 4.7 - south of Africa,2023-07-23T06:45:55.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khrb,,2023-07-23 06:09:55 UTC,2023-07-23 06:09:55 UTC,52.490°S 27.945°E,10.00 km (6.21 mi),10.00,6.21,-52.4899 27.945,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khr9,"M 4.6 - 128 km NW of Tobelo, Indonesia",2023-07-23T06:34:06.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khr9,,2023-07-23 06:02:50 UTC,2023-07-23 06:02:50 UTC,2.645°N 127.305°E,89.67 km (55.72 mi),89.67,55.72,2.645 127.3046,-89666,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khqz,"M 3.8 - Rat Islands, Aleutian Islands, Alaska",2023-07-23T07:35:24.996Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khqz,,2023-07-23 05:10:25 UTC,2023-07-23 05:10:25 UTC,51.426°N 178.873°E,48.91 km (30.39 mi),48.91,30.39,51.4264 178.8726,-48907,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:pr:71418928,"M 2.7 - 9 km NW of Puerto Real, Puerto Rico",2023-07-23T04:30:37.150Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418928,,2023-07-23 04:18:32 UTC,2023-07-23 04:18:32 UTC,18.137°N 67.244°W,16.96 km (10.54 mi),16.96,10.54,18.1368333333333 -67.2435,-16960,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:pr:71418918,M 3.3 - Puerto Rico region,2023-07-23T04:30:30.000Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418918,,2023-07-23 04:09:10 UTC,2023-07-23 04:09:10 UTC,18.887°N 65.671°W,8.74 km (5.43 mi),8.74,5.43,18.8871666666667 -65.6708333333333,-8740,Past Day,Magnitude 3,Weak,None,pr,pr
