id,title,updated,link_href,num_of_reports,time_utc,time_utc_at_epicenter,location_coordinates,depth_string,depth_km,depth_mi,georss_point,georss_elev,cat_age,cat_mag,cat_mag_shaking,cat_mag_damage,cat_contributor,cat_author
urn:earthquake-usgs-gov:ak:0239ka7c7j,M 2.7 - Alaska Peninsula,2023-07-28T03:34:52.740Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ka7c7j,,2023-07-27 17:50:31 UTC,2023-07-27 17:50:31 UTC,56.899°N 158.168°W,0.00 km (0.00 mi),0.00,0.00,56.899 -158.1682,0,Past Day,Magnitude 2,Weak,None,ak,ak
urn:earthquake-usgs-gov:hv:73499362,"M 2.5 - 5 km NW of Laupāhoehoe, Hawaii",2023-07-28T01:51:59.890Z,https://earthquake.usgs.gov/earthquakes/eventpage/hv73499362,,2023-07-27 17:40:56 UTC,2023-07-27 17:40:56 UTC,20.015°N 155.274°W,42.11 km (26.17 mi),42.11,26.17,20.0151666666667 -155.274,-42110,Past Day,Magnitude 2,Weak,None,hv,hv
urn:earthquake-usgs-gov:uw:61944346,"M 2.5 - Strait of Georgia, Washington",2023-07-28T02:16:33.384Z,https://earthquake.usgs.gov/earthquakes/eventpage/uw61944346,1,2023-07-27 15:58:35 UTC,2023-07-27 15:58:35 UTC,48.784°N 122.781°W,16.31 km (10.13 mi),16.31,10.13,48.784 -122.78066666666666,-16310,Past Day,Magnitude 2,Weak,None,uw,uw
urn:earthquake-usgs-gov:us:6000kvvs,M 5.4 - south of the Fiji Islands,2023-07-27T17:42:46.206Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvvs,,2023-07-27 11:43:49 UTC,2023-07-27 11:43:49 UTC,24.863°S 179.237°W,397.54 km (247.02 mi),397.54,247.02,-24.8633 -179.2369,-397536,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:nc:73917266,"M 2.5 - 3 km NW of Pinnacles, CA",2023-07-27T14:52:26.151Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73917266,1,2023-07-27 11:41:22 UTC,2023-07-27 11:41:22 UTC,36.550°N 121.162°W,8.92 km (5.54 mi),8.92,5.54,36.5496674 -121.1624985,-8920,Past Day,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:us:6000kvvm,"M 4.6 - 94 km NW of Copiapó, Chile",2023-07-27T11:41:32.481Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvvm,1,2023-07-27 11:13:02 UTC,2023-07-27 11:13:02 UTC,26.821°S 71.068°W,21.43 km (13.31 mi),21.43,13.31,-26.8213 -71.0678,-21427,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:6000kvvl,"M 5.3 - 90 km NE of Shikotan, Russia",2023-07-27T11:21:35.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvvl,,2023-07-27 11:06:55 UTC,2023-07-27 11:06:55 UTC,44.318°N 147.591°E,84.89 km (52.75 mi),84.89,52.75,44.3177 147.5912,-84890,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:6000kvvb,"M 5.0 - 91 km SSE of Sola, Vanuatu",2023-07-27T09:48:29.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvvb,,2023-07-27 09:30:55 UTC,2023-07-27 09:30:55 UTC,14.630°S 167.899°E,10.00 km (6.21 mi),10.00,6.21,-14.6299 167.8989,-10000,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:6000kvv9,"M 4.9 - 91 km SSE of Sola, Vanuatu",2023-07-27T09:21:29.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvv9,,2023-07-27 09:05:33 UTC,2023-07-27 09:05:33 UTC,14.617°S 167.934°E,10.00 km (6.21 mi),10.00,6.21,-14.617 167.9342,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:pr:2023208000,M 3.9 - Virgin Islands,2023-07-27T08:45:44.754Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023208000,,2023-07-27 08:27:51 UTC,2023-07-27 08:27:51 UTC,18.855°N 64.753°W,49.00 km (30.45 mi),49.00,30.45,18.8553 -64.7525,-49000,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:tx:2023oouk,"M 2.5 - 37 km NW of Toyah, Texas",2023-07-27T12:58:24.719Z,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023oouk,,2023-07-27 07:42:07 UTC,2023-07-27 07:42:07 UTC,31.568°N 104.057°W,7.47 km (4.64 mi),7.47,4.64,31.56759707 -104.0565342,-7468.383789,Past Day,Magnitude 2,Weak,None,tx,tx
urn:earthquake-usgs-gov:nc:73917236,"M 2.6 - 3 km N of Piedmont, CA",2023-07-28T03:42:33.679Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73917236,336,2023-07-27 07:38:21 UTC,2023-07-27 07:38:21 UTC,37.854°N 122.237°W,8.92 km (5.54 mi),8.92,5.54,37.854332 -122.2366638,-8920,Past Day,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:us:6000kvuz,"M 4.6 - 104 km SSE of Sola, Vanuatu",2023-07-27T08:09:11.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvuz,,2023-07-27 07:32:31 UTC,2023-07-27 07:32:31 UTC,14.672°S 168.072°E,10.00 km (6.21 mi),10.00,6.21,-14.6718 168.0724,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:6000kvum,"M 5.3 - 100 km ENE of Port-Olry, Vanuatu",2023-07-27T09:08:01.118Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvum,,2023-07-27 07:03:00 UTC,2023-07-27 07:03:00 UTC,14.766°S 167.965°E,10.00 km (6.21 mi),10.00,6.21,-14.7663 167.9648,-10000,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:pr:71419338,"M 2.7 - 37 km SSW of Charlotte Amalie, U.S. Virgin Islands",2023-07-27T04:51:09.590Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71419338,,2023-07-27 04:41:41 UTC,2023-07-27 04:41:41 UTC,18.034°N 65.070°W,7.68 km (4.77 mi),7.68,4.77,18.0343333333333 -65.0703333333333,-7680,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:hv:73498812,"M 3.1 - 53 km WSW of Captain Cook, Hawaii",2023-07-27T06:46:54.662Z,https://earthquake.usgs.gov/earthquakes/eventpage/hv73498812,1,2023-07-27 04:28:28 UTC,2023-07-27 04:28:28 UTC,19.235°N 156.346°W,39.28 km (24.41 mi),39.28,24.41,19.2351666666667 -156.3455,-39280,Past Day,Magnitude 3,Weak,None,hv,hv
