id,title,updated,link_href,num_of_reports,time_utc,time_utc_at_epicenter,location_coordinates,depth_string,depth_km,depth_mi,georss_point,georss_elev,cat_age,cat_mag,cat_mag_shaking,cat_mag_damage,cat_contributor,cat_author
urn:earthquake-usgs-gov:us:7000khrv,"M 4.4 - 61 km W of San Antonio de los Cobres, Argentina",2023-07-23T09:22:15.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khrv,,2023-07-23 08:09:58 UTC,2023-07-23 08:09:58 UTC,24.267°S 66.924°W,178.43 km (110.87 mi),178.43,110.87,-24.2672 -66.9238,-178431,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:pr:71418948,"M 3.2 - 5 km SW of Guánica, Puerto Rico",2023-07-23T07:46:03.340Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418948,,2023-07-23 07:25:17 UTC,2023-07-23 07:25:17 UTC,17.941°N 66.950°W,15.32 km (9.52 mi),15.32,9.52,17.9406666666667 -66.9503333333333,-15320,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khrq,"M 4.5 - 168 km W of Pyay, Myanmar",2023-07-23T07:37:02.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khrq,,2023-07-23 06:47:32 UTC,2023-07-23 06:47:32 UTC,18.544°N 93.648°E,10.00 km (6.21 mi),10.00,6.21,18.5437 93.648,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:pr:71418938,"M 2.7 - 8 km SSW of Ciales, Puerto Rico",2023-07-23T07:01:42.520Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418938,,2023-07-23 06:47:18 UTC,2023-07-23 06:47:18 UTC,18.266°N 66.510°W,39.58 km (24.59 mi),39.58,24.59,18.266 -66.5103333333333,-39580,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khrb,M 4.7 - south of Africa,2023-07-23T06:45:55.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khrb,,2023-07-23 06:09:55 UTC,2023-07-23 06:09:55 UTC,52.490°S 27.945°E,10.00 km (6.21 mi),10.00,6.21,-52.4899 27.945,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khr9,"M 4.6 - 128 km NW of Tobelo, Indonesia",2023-07-23T06:34:06.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khr9,,2023-07-23 06:02:50 UTC,2023-07-23 06:02:50 UTC,2.645°N 127.305°E,89.67 km (55.72 mi),89.67,55.72,2.645 127.3046,-89666,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khqz,"M 3.8 - Rat Islands, Aleutian Islands, Alaska",2023-07-23T07:35:24.996Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khqz,,2023-07-23 05:10:25 UTC,2023-07-23 05:10:25 UTC,51.426°N 178.873°E,48.91 km (30.39 mi),48.91,30.39,51.4264 178.8726,-48907,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:pr:71418928,"M 2.7 - 9 km NW of Puerto Real, Puerto Rico",2023-07-23T04:30:37.150Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418928,,2023-07-23 04:18:32 UTC,2023-07-23 04:18:32 UTC,18.137°N 67.244°W,16.96 km (10.54 mi),16.96,10.54,18.1368333333333 -67.2435,-16960,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:pr:71418918,M 3.3 - Puerto Rico region,2023-07-23T04:30:30.000Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418918,,2023-07-23 04:09:10 UTC,2023-07-23 04:09:10 UTC,18.887°N 65.671°W,8.74 km (5.43 mi),8.74,5.43,18.8871666666667 -65.6708333333333,-8740,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khqs,"M 4.2 - 22 km ESE of Kitaibaraki, Japan",2023-07-23T04:06:27.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khqs,,2023-07-23 03:36:38 UTC,2023-07-23 03:36:38 UTC,36.729°N 140.986°E,88.62 km (55.07 mi),88.62,55.07,36.7288 140.9863,-88622,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khqq,"M 4.4 - Hindu Kush region, Afghanistan",2023-07-23T03:35:09.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khqq,,2023-07-23 03:16:16 UTC,2023-07-23 03:16:16 UTC,36.607°N 71.061°E,170.73 km (106.09 mi),170.73,106.09,36.607 71.0605,-170734,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:ak:0239dek2ki,"M 3.6 - 84 km SW of Kaktovik, Alaska",2023-07-23T02:45:39.137Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239dek2ki,,2023-07-23 01:55:23 UTC,2023-07-23 01:55:23 UTC,69.622°N 145.241°W,6.60 km (4.10 mi),6.60,4.10,69.6222 -145.2412,-6600,Past Day,Magnitude 3,Weak,None,ak,ak
urn:earthquake-usgs-gov:pr:71418908,M 2.6 - Puerto Rico region,2023-07-23T01:42:30.950Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418908,,2023-07-23 01:32:20 UTC,2023-07-23 01:32:20 UTC,17.935°N 67.114°W,11.77 km (7.31 mi),11.77,7.31,17.9353333333333 -67.1141666666667,-11770,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:ak:0239debcf6,M 4.1 - south of Alaska,2023-07-23T07:15:18.220Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239debcf6,1,2023-07-23 01:14:16 UTC,2023-07-23 01:14:16 UTC,55.014°N 156.376°W,23.10 km (14.35 mi),23.10,14.35,55.0139 -156.3763,-23100,Past Day,Magnitude 4,Light,None,ak,ak
urn:earthquake-usgs-gov:ak:0239c4120l,M 3.7 - Alaska Peninsula,2023-07-23T00:50:30.372Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239c4120l,,2023-07-22 23:40:28 UTC,2023-07-22 23:40:28 UTC,55.034°N 157.681°W,9.90 km (6.15 mi),9.90,6.15,55.0342 -157.6805,-9900,Past Day,Magnitude 3,Weak,None,ak,ak
urn:earthquake-usgs-gov:tx:2023ogrw,"M 3.3 - 13 km NNW of Snyder, Texas",2023-07-23T02:44:30.960Z,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023ogrw,,2023-07-22 21:20:39 UTC,2023-07-22 21:20:39 UTC,32.840°N 100.948°W,4.26 km (2.64 mi),4.26,2.64,32.83996582 -100.947742,-4255.126953,Past Day,Magnitude 3,Weak,None,tx,tx
urn:earthquake-usgs-gov:us:7000khp7,"M 3.9 - Off the coast of Coquimbo, Chile",2023-07-22T23:13:18.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khp7,,2023-07-22 21:04:43 UTC,2023-07-22 21:04:43 UTC,31.916°S 72.783°W,10.00 km (6.21 mi),10.00,6.21,-31.916 -72.7833,-10000,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000khny,M 2.6 - western Montana,2023-07-22T23:04:45.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khny,,2023-07-22 20:10:54 UTC,2023-07-22 20:10:54 UTC,45.088°N 112.753°W,10.65 km (6.62 mi),10.65,6.62,45.088 -112.7528,-10649,Past Day,Magnitude 2,Weak,None,us,us
urn:earthquake-usgs-gov:hv:73492917,"M 2.5 - 11 km SE of Fern Forest, Hawaii",2023-07-22T19:37:38.510Z,https://earthquake.usgs.gov/earthquakes/eventpage/hv73492917,,2023-07-22 19:32:07 UTC,2023-07-22 19:32:07 UTC,19.385°N 155.070°W,4.60 km (2.86 mi),4.60,2.86,19.3848323822021 -155.070007324219,-4599.9999046326,Past Day,Magnitude 2,Weak,None,hv,hv
urn:earthquake-usgs-gov:nc:73915561,"M 2.5 - 2 km SSW of Tres Pinos, CA",2023-07-23T00:24:17.458Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73915561,3,2023-07-22 17:43:54 UTC,2023-07-22 17:43:54 UTC,36.777°N 121.327°W,7.73 km (4.80 mi),7.73,4.80,36.7771667 -121.327,-7730,Past Day,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:us:7000khn7,"M 4.6 - 173 km NE of Lospalos, Timor Leste",2023-07-22T17:06:16.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khn7,,2023-07-22 16:51:48 UTC,2023-07-22 16:51:48 UTC,7.448°S 128.149°E,149.57 km (92.94 mi),149.57,92.94,-7.4475 128.1485,-149568,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khn9,"M 4.5 - 13 km WNW of General MacArthur, Philippines",2023-07-22T17:14:35.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khn9,,2023-07-22 16:28:49 UTC,2023-07-22 16:28:49 UTC,11.306°N 125.427°E,87.84 km (54.58 mi),87.84,54.58,11.3056 125.4268,-87841,Past Day,Magnitude 4,Light,None,us,us
