id,title,updated,link_href,num_of_reports,time_utc,time_utc_at_epicenter,location_coordinates,depth_string,depth_km,depth_mi,georss_point,georss_elev,cat_age,cat_mag,cat_mag_shaking,cat_mag_damage,cat_contributor,cat_author
urn:earthquake-usgs-gov:us:6000kvlp,"M 4.7 - 3 km NE of Lankaran, Azerbaijan",2023-07-26T07:39:30.965Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvlp,2,2023-07-26 07:03:12 UTC,2023-07-26 07:03:12 UTC,38.777°N 48.879°E,55.61 km (34.55 mi),55.61,34.55,38.7771 48.8788,-55610,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:6000kvlk,"M 4.6 - Kyushu, Japan",2023-07-26T06:24:18.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvlk,,2023-07-26 05:59:26 UTC,2023-07-26 05:59:26 UTC,31.899°N 131.666°E,61.84 km (38.43 mi),61.84,38.43,31.8986 131.6664,-61841,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:nc:73916801,"M 2.6 - 5 km WNW of Walker, CA",2023-07-26T13:33:22.824Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73916801,3,2023-07-26 05:12:41 UTC,2023-07-26 05:12:41 UTC,38.538°N 119.527°W,3.99 km (2.48 mi),3.99,2.48,38.538166 -119.5271683,-3990,Past Day,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:us:6000kvkz,"M 4.7 - 22 km WNW of Yuto, Argentina",2023-07-26T04:58:52.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvkz,,2023-07-26 04:26:53 UTC,2023-07-26 04:26:53 UTC,23.544°S 64.660°W,10.00 km (6.21 mi),10.00,6.21,-23.5439 -64.66,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:ak:0239iecybc,M 2.9 - Bristol Bay,2023-07-26T03:58:09.209Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239iecybc,,2023-07-26 03:55:11 UTC,2023-07-26 03:55:11 UTC,57.237°N 160.885°W,14.90 km (9.26 mi),14.90,9.26,57.2367 -160.8849,-14900,Past Day,Magnitude 2,Weak,None,ak,ak
urn:earthquake-usgs-gov:pr:71419288,"M 3.4 - 74 km NNW of Charlotte Amalie, U.S. Virgin Islands",2023-07-26T03:07:28.480Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71419288,,2023-07-26 02:57:50 UTC,2023-07-26 02:57:50 UTC,19.004°N 65.071°W,15.38 km (9.56 mi),15.38,9.56,19.0035 -65.0706666666667,-15380,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:6000kvkf,"M 4.7 - 118 km SW of El Palmarcito, Mexico",2023-07-26T09:20:24.033Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvkf,,2023-07-26 02:02:42 UTC,2023-07-26 02:02:42 UTC,14.776°N 94.028°W,35.00 km (21.75 mi),35.00,21.75,14.7756 -94.0275,-35000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:pr:71419268,"M 2.8 - 6 km SSE of Maria Antonia, Puerto Rico",2023-07-26T00:28:22.290Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71419268,,2023-07-26 00:17:12 UTC,2023-07-26 00:17:12 UTC,17.924°N 66.877°W,14.54 km (9.03 mi),14.54,9.03,17.9243333333333 -66.8771666666667,-14540,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:6000kvju,"M 3.1 - 19 km SW of Eunice, New Mexico",2023-07-26T12:55:13.268Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvju,1,2023-07-25 23:15:32 UTC,2023-07-25 23:15:32 UTC,32.291°N 103.279°W,1.19 km (0.74 mi),1.19,0.74,32.2911 -103.2792,-1190,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:us:6000kvjr,"M 4.9 - Pagan region, Northern Mariana Islands",2023-07-25T22:41:25.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvjr,,2023-07-25 22:26:31 UTC,2023-07-25 22:26:31 UTC,18.068°N 146.523°E,61.14 km (37.99 mi),61.14,37.99,18.0681 146.5227,-61143,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:hv:73497232,"M 2.6 - 9 km SE of Volcano, Hawaii",2023-07-25T21:08:23.730Z,https://earthquake.usgs.gov/earthquakes/eventpage/hv73497232,,2023-07-25 20:47:53 UTC,2023-07-25 20:47:53 UTC,19.375°N 155.172°W,27.73 km (17.23 mi),27.73,17.23,19.3751666666667 -155.172,-27730,Past Day,Magnitude 2,Weak,None,hv,hv
urn:earthquake-usgs-gov:us:6000kvis,"M 5.0 - 142 km ESE of Kirakira, Solomon Islands",2023-07-25T19:49:14.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvis,,2023-07-25 19:30:07 UTC,2023-07-25 19:30:07 UTC,11.098°S 163.051°E,45.61 km (28.34 mi),45.61,28.34,-11.0978 163.0509,-45609,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:ci:39621810,"M 2.5 - 13km SSW of Searles Valley, CA",2023-07-25T20:47:15.350Z,https://earthquake.usgs.gov/earthquakes/eventpage/ci39621810,,2023-07-25 18:52:15 UTC,2023-07-25 18:52:15 UTC,35.670°N 117.484°W,6.34 km (3.94 mi),6.34,3.94,35.6695 -117.4838333,-6340,Past Day,Magnitude 2,Weak,None,ci,ci
urn:earthquake-usgs-gov:us:6000kvi8,"M 4.6 - 81 km W of Tobelo, Indonesia",2023-07-26T14:47:08.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvi8,,2023-07-25 18:37:29 UTC,2023-07-25 18:37:29 UTC,1.587°N 127.290°E,138.86 km (86.29 mi),138.86,86.29,1.5871 127.29,-138863,Past Day,Magnitude 4,Light,None,us,us
