id,title,updated,link_href,num_of_reports,time_utc,time_utc_at_epicenter,location_coordinates,depth_string,depth_km,depth_mi,georss_point,georss_elev,cat_age,cat_mag,cat_mag_shaking,cat_mag_damage,cat_contributor,cat_author
urn:earthquake-usgs-gov:us:7000khus,"M 4.9 - 55 km SSW of Chirilagua, El Salvador",2023-07-23T19:57:10.115Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khus,1,2023-07-23 19:37:25 UTC,2023-07-23 19:37:25 UTC,12.744°N 88.288°W,70.79 km (43.99 mi),70.79,43.99,12.7438 -88.2877,-70788,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khur,"M 4.1 - 78 km N of Santa Rosalía, Mexico",2023-07-23T20:13:58.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khur,,2023-07-23 19:35:11 UTC,2023-07-23 19:35:11 UTC,28.044°N 112.187°W,10.00 km (6.21 mi),10.00,6.21,28.044 -112.1868,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khun,M 4.4 - near the coast of Ecuador,2023-07-23T19:44:54.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khun,,2023-07-23 19:24:26 UTC,2023-07-23 19:24:26 UTC,3.350°S 79.942°W,52.40 km (32.56 mi),52.40,32.56,-3.3502 -79.9423,-52398,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khuf,"M 4.7 - 8 km SSE of Maravilla Tenejapa, Mexico",2023-07-23T20:22:28.333Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khuf,2,2023-07-23 18:23:09 UTC,2023-07-23 18:23:09 UTC,16.070°N 91.262°W,10.00 km (6.21 mi),10.00,6.21,16.0695 -91.2617,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khud,M 4.1 - Gulf of California,2023-07-23T18:22:43.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khud,,2023-07-23 18:05:25 UTC,2023-07-23 18:05:25 UTC,28.113°N 112.161°W,10.00 km (6.21 mi),10.00,6.21,28.1129 -112.1612,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:nm:60538361,M 2.5 - Arkansas,2023-07-23T18:24:42.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/nm60538361,,2023-07-23 17:38:56 UTC,2023-07-23 17:38:56 UTC,35.957°N 91.300°W,15.74 km (9.78 mi),15.74,9.78,35.9573333333333 -91.3,-15740,Past Day,Magnitude 2,Weak,None,nm,nm
urn:earthquake-usgs-gov:us:7000khu1,"M 4.0 - 79 km WNW of Monywa, Myanmar",2023-07-23T17:02:41.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khu1,,2023-07-23 16:31:23 UTC,2023-07-23 16:31:23 UTC,22.298°N 94.396°E,100.02 km (62.15 mi),100.02,62.15,22.2979 94.3959,-100018,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khub,"M 3.0 - Rat Islands, Aleutian Islands, Alaska",2023-07-23T19:24:07.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khub,,2023-07-23 16:17:34 UTC,2023-07-23 16:17:34 UTC,51.081°N 179.228°E,28.43 km (17.67 mi),28.43,17.67,51.0811 179.2284,-28433,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000khty,M 4.9 - southwestern Atlantic Ocean,2023-07-23T16:18:03.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khty,,2023-07-23 16:02:25 UTC,2023-07-23 16:02:25 UTC,49.309°S 10.405°W,10.00 km (6.21 mi),10.00,6.21,-49.3085 -10.4054,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khtw,"M 4.5 - 105 km SW of Abepura, Indonesia",2023-07-23T16:38:58.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khtw,,2023-07-23 15:54:03 UTC,2023-07-23 15:54:03 UTC,3.203°S 139.897°E,51.62 km (32.07 mi),51.62,32.07,-3.203 139.8968,-51615,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:pr:71419013,"M 3.3 - 8 km SSW of Potala Pastillo, Puerto Rico",2023-07-23T16:19:10.000Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71419013,,2023-07-23 15:51:47 UTC,2023-07-23 15:51:47 UTC,17.916°N 66.519°W,13.68 km (8.50 mi),13.68,8.50,17.9163333333333 -66.519,-13680,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:hv:73494227,"M 2.7 - Island of Hawaii, Hawaii",2023-07-23T20:34:38.970Z,https://earthquake.usgs.gov/earthquakes/eventpage/hv73494227,,2023-07-23 15:22:13 UTC,2023-07-23 15:22:13 UTC,19.391°N 155.276°W,1.36 km (0.85 mi),1.36,0.85,19.3906666666667 -155.276333333333,-1360,Past Day,Magnitude 2,Weak,None,hv,hv
urn:earthquake-usgs-gov:us:7000khtn,M 2.5 - Wyoming,2023-07-23T15:48:18.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khtn,,2023-07-23 14:25:26 UTC,2023-07-23 14:25:26 UTC,43.643°N 110.166°W,2.96 km (1.84 mi),2.96,1.84,43.6426 -110.1656,-2957,Past Day,Magnitude 2,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000khtl,"M 4.5 - 183 km NW of Neiafu, Tonga",2023-07-23T14:47:17.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khtl,,2023-07-23 14:14:20 UTC,2023-07-23 14:14:20 UTC,17.323°S 175.020°W,275.72 km (171.32 mi),275.72,171.32,-17.3225 -175.0199,-275719,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khtk,"M 4.5 - Near the east coast of Koryakskiy Avtonomnyy Okrug, Russia",2023-07-23T15:10:48.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khtk,,2023-07-23 14:13:53 UTC,2023-07-23 14:13:53 UTC,60.856°N 165.624°E,37.58 km (23.35 mi),37.58,23.35,60.8564 165.6237,-37575,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:ak:0239dlo1oz,M 2.7 - northern Alaska,2023-07-23T16:22:48.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239dlo1oz,,2023-07-23 13:49:52 UTC,2023-07-23 13:49:52 UTC,69.120°N 144.340°W,5.90 km (3.67 mi),5.90,3.67,69.1203 -144.3399,-5900,Past Day,Magnitude 2,Weak,None,ak,ak
urn:earthquake-usgs-gov:us:7000khss,"M 5.1 - Java, Indonesia",2023-07-24T10:01:30.675Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khss,13,2023-07-23 12:33:28 UTC,2023-07-23 12:33:28 UTC,8.737°S 111.076°E,99.70 km (61.95 mi),99.70,61.95,-8.7373 111.0762,-99695,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:7000khsr,"M 4.4 - 166 km NNW of Sola, Vanuatu",2023-07-23T12:34:08.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khsr,,2023-07-23 12:18:14 UTC,2023-07-23 12:18:14 UTC,12.439°S 167.087°E,242.45 km (150.65 mi),242.45,150.65,-12.4387 167.0866,-242448,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:pr:71418998,M 2.8 - Puerto Rico,2023-07-23T12:40:29.525Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418998,1,2023-07-23 12:12:49 UTC,2023-07-23 12:12:49 UTC,18.144°N 66.727°W,20.01 km (12.43 mi),20.01,12.43,18.1436666666667 -66.7268333333333,-20010,Past Day,Magnitude 2,Weak,None,pr,pr
