id,title,updated,link_href,num_of_reports,time_utc,time_utc_at_epicenter,location_coordinates,depth_string,depth_km,depth_mi,georss_point,georss_elev,cat_age,cat_mag,cat_mag_shaking,cat_mag_damage,cat_contributor,cat_author
urn:earthquake-usgs-gov:us:7000khla,M 4.9 - northern Mid-Atlantic Ridge,2023-07-22T10:59:47.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khla,,2023-07-22 10:28:21 UTC,2023-07-22 10:28:21 UTC,30.551°N 41.862°W,10.00 km (6.21 mi),10.00,6.21,30.5505 -41.8616,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khl1,"M 2.5 - 58 km S of Whites City, New Mexico",2023-07-22T09:51:45.115Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khl1,,2023-07-22 09:38:54 UTC,2023-07-22 09:38:54 UTC,31.650°N 104.347°W,5.00 km (3.11 mi),5.00,3.11,31.6504 -104.347,-5000,Past Day,Magnitude 2,Weak,None,us,us
urn:earthquake-usgs-gov:tx:2023ofue,"M 3.6 - 10 km NNE of Odessa, Texas",2023-07-23T03:52:26.588Z,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023ofue,124,2023-07-22 09:24:22 UTC,2023-07-22 09:24:22 UTC,31.935°N 102.342°W,7.90 km (4.91 mi),7.90,4.91,31.93450928 -102.3422018,-7898.885091,Past Day,Magnitude 3,Weak,None,tx,tx
urn:earthquake-usgs-gov:pr:71418863,M 2.7 - Puerto Rico region,2023-07-22T09:29:47.710Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418863,,2023-07-22 09:00:58 UTC,2023-07-22 09:00:58 UTC,17.980°N 67.067°W,6.06 km (3.77 mi),6.06,3.77,17.98 -67.0671666666667,-6060,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:nc:73915436,"M 2.5 - 11 km WSW of Toms Place, CA",2023-07-22T22:24:13.740Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73915436,,2023-07-22 07:28:28 UTC,2023-07-22 07:28:28 UTC,37.531°N 118.797°W,5.36 km (3.33 mi),5.36,3.33,37.5308333 -118.7965,-5360,Past Day,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:us:7000khkb,"M 2.5 - 61 km S of Whites City, New Mexico",2023-07-22T09:42:00.774Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khkb,,2023-07-22 07:26:41 UTC,2023-07-22 07:26:41 UTC,31.625°N 104.418°W,5.00 km (3.11 mi),5.00,3.11,31.6251 -104.4182,-5000,Past Day,Magnitude 2,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000khkh,M 4.0 - Fiji region,2023-07-22T07:43:29.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khkh,,2023-07-22 07:21:31 UTC,2023-07-22 07:21:31 UTC,17.601°S 178.885°W,522.30 km (324.54 mi),522.30,324.54,-17.6006 -178.8852,-522301,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khk9,"M 3.9 - 82 km SSW of Sand Point, Alaska",2023-07-22T07:21:01.839Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khk9,1,2023-07-22 06:32:11 UTC,2023-07-22 06:32:11 UTC,54.639°N 160.939°W,41.88 km (26.02 mi),41.88,26.02,54.6389 -160.9393,-41880,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:ak:0239bt5uwg,M 2.5 - Central Alaska,2023-07-22T05:28:26.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239bt5uwg,,2023-07-22 05:15:10 UTC,2023-07-22 05:15:10 UTC,63.010°N 150.751°W,117.60 km (73.07 mi),117.60,73.07,63.0096 -150.7511,-117600,Past Day,Magnitude 2,Weak,None,ak,ak
urn:earthquake-usgs-gov:us:7000khjp,M 2.6 - western Texas,2023-07-22T09:44:59.531Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khjp,,2023-07-22 04:14:44 UTC,2023-07-22 04:14:44 UTC,31.649°N 104.440°W,10.00 km (6.21 mi),10.00,6.21,31.6492 -104.4397,-10000,Past Day,Magnitude 2,Weak,None,us,us
urn:earthquake-usgs-gov:pr:71418833,"M 3.4 - 51 km W of Rincón, Puerto Rico",2023-07-22T05:01:32.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418833,,2023-07-22 04:14:02 UTC,2023-07-22 04:14:02 UTC,18.302°N 67.732°W,141.90 km (88.17 mi),141.90,88.17,18.302 -67.7321666666667,-141900,Past Day,Magnitude 3,Weak,None,pr,pr
