id,title,updated,link_href,num_of_reports,time_utc,time_utc_at_epicenter,location_coordinates,depth_string,depth_km,depth_mi,georss_point,georss_elev,cat_age,cat_mag,cat_mag_shaking,cat_mag_damage,cat_contributor,cat_author
urn:earthquake-usgs-gov:ak:0239f7yabe,"M 3.0 - 56 km E of Chenega, Alaska",2023-07-24T11:50:01.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239f7yabe,,2023-07-24 11:39:05 UTC,2023-07-24 11:39:05 UTC,60.163°N 147.019°W,9.40 km (5.84 mi),9.40,5.84,60.1626 -147.0186,-9400,Past Day,Magnitude 3,Weak,None,ak,ak
urn:earthquake-usgs-gov:nc:73916121,"M 2.9 - 9 km WSW of Rio Dell, CA",2023-07-24T22:43:11.457Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73916121,32,2023-07-24 10:47:11 UTC,2023-07-24 10:47:11 UTC,40.484°N 124.210°W,22.04 km (13.70 mi),22.04,13.70,40.4835 -124.2101667,-22040,Past Day,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:ci:39620258,"M 2.5 - 86km ESE of Maneadero, B.C., MX",2023-07-24T21:07:33.520Z,https://earthquake.usgs.gov/earthquakes/eventpage/ci39620258,,2023-07-24 09:41:49 UTC,2023-07-24 09:41:49 UTC,31.534°N 115.679°W,6.04 km (3.75 mi),6.04,3.75,31.5335 -115.6788333,-6040,Past Day,Magnitude 2,Weak,None,ci,ci
urn:earthquake-usgs-gov:pr:71419138,"M 2.7 - 0 km SW of Indios, Puerto Rico",2023-07-24T09:47:13.710Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71419138,,2023-07-24 09:35:46 UTC,2023-07-24 09:35:46 UTC,17.987°N 66.825°W,12.29 km (7.64 mi),12.29,7.64,17.9873333333333 -66.8253333333333,-12290,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:pr:71419128,"M 3.3 - 61 km WSW of Stella, Puerto Rico",2023-07-24T08:47:11.970Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71419128,,2023-07-24 08:32:08 UTC,2023-07-24 08:32:08 UTC,18.134°N 67.797°W,135.65 km (84.29 mi),135.65,84.29,18.134 -67.7973333333333,-135650,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khxt,"M 4.9 - 29 km ENE of Machalí, Chile",2023-07-24T08:52:59.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khxt,,2023-07-24 08:24:06 UTC,2023-07-24 08:24:06 UTC,34.046°S 70.369°W,3.30 km (2.05 mi),3.30,2.05,-34.0455 -70.3686,-3300,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:ci:39620202,"M 3.0 - 12km WSW of Delta, B.C., MX",2023-07-24T22:49:03.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/ci39620202,,2023-07-24 07:31:02 UTC,2023-07-24 07:31:02 UTC,32.320°N 115.315°W,11.29 km (7.02 mi),11.29,7.02,32.3203333 -115.315,-11290,Past Day,Magnitude 3,Weak,None,ci,ci
urn:earthquake-usgs-gov:us:7000khxg,"M 4.1 - 56 km S of Intipucá, El Salvador",2023-07-24T22:36:40.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khxg,,2023-07-24 06:53:37 UTC,2023-07-24 06:53:37 UTC,12.697°N 88.153°W,60.72 km (37.73 mi),60.72,37.73,12.6972 -88.1528,-60722,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khxb,"M 4.4 - near the east coast of Honshu, Japan",2023-07-24T12:03:26.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khxb,,2023-07-24 06:37:00 UTC,2023-07-24 06:37:00 UTC,38.325°N 141.612°E,70.57 km (43.85 mi),70.57,43.85,38.3246 141.6123,-70571,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khx4,"M 3.2 - 4 km SE of Lincoln, New Zealand",2023-07-24T14:04:07.660Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khx4,4,2023-07-24 05:43:12 UTC,2023-07-24 05:43:12 UTC,43.679°S 172.519°E,16.69 km (10.37 mi),16.69,10.37,-43.6792 172.5185,-16691,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:pr:71419113,M 3.0 - Puerto Rico region,2023-07-24T05:45:53.770Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71419113,,2023-07-24 05:30:26 UTC,2023-07-24 05:30:26 UTC,18.818°N 67.384°W,6.98 km (4.34 mi),6.98,4.34,18.8183333333333 -67.3843333333333,-6980,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khx0,M 5.0 - south of the Fiji Islands,2023-07-24T05:23:01.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khx0,,2023-07-24 05:02:47 UTC,2023-07-24 05:02:47 UTC,24.228°S 178.785°E,551.46 km (342.66 mi),551.46,342.66,-24.2282 178.7846,-551457,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:7000khwz,M 5.0 - south of the Fiji Islands,2023-07-24T05:18:57.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khwz,,2023-07-24 05:01:40 UTC,2023-07-24 05:01:40 UTC,24.158°S 178.738°E,550.92 km (342.33 mi),550.92,342.33,-24.1578 178.7375,-550920,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:pr:2023205000,"M 3.9 - 117 km NNE of Cruz Bay, U.S. Virgin Islands",2023-07-25T00:15:58.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023205000,,2023-07-24 04:55:11 UTC,2023-07-24 04:55:11 UTC,19.286°N 64.314°W,7.00 km (4.35 mi),7.00,4.35,19.2855 -64.3143,-7000,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khwt,"M 4.2 - 55 km SSW of Chirilagua, El Salvador",2023-07-25T00:04:49.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khwt,,2023-07-24 04:41:37 UTC,2023-07-24 04:41:37 UTC,12.743°N 88.305°W,66.15 km (41.10 mi),66.15,41.10,12.7433 -88.3052,-66147,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khws,"M 2.6 - 231 km W of Bandon, Oregon",2023-07-24T23:54:45.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khws,,2023-07-24 04:40:31 UTC,2023-07-24 04:40:31 UTC,43.447°N 127.225°W,10.00 km (6.21 mi),10.00,6.21,43.4473 -127.2254,-10000,Past Day,Magnitude 2,Weak,None,us,us
urn:earthquake-usgs-gov:nc:73916041,"M 2.6 - 11 km ESE of Alum Rock, CA",2023-07-25T03:21:47.057Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73916041,14,2023-07-24 04:35:00 UTC,2023-07-24 04:35:00 UTC,37.347°N 121.708°W,7.43 km (4.62 mi),7.43,4.62,37.3470001 -121.7076645,-7430,Past Day,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:us:7000khwm,"M 4.4 - 4 km W of Moriya, Japan",2023-07-24T23:36:30.956Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khwm,1,2023-07-24 04:02:07 UTC,2023-07-24 04:02:07 UTC,35.939°N 139.949°E,80.97 km (50.31 mi),80.97,50.31,35.9387 139.9488,-80972,Past Day,Magnitude 4,Light,None,us,us
